signal_date,symbol,name,industry_code,industry_name,rank,selection_reason,was_held,score_pre_neutral,score,target_weight,regime,target_exposure,signal_close,total_mv,circ_mv,z_size,mom_12_1,mom_6_1,trend,volatility,avg_amount_20,z_mom_12_1,z_mom_6_1,z_trend,z_low_vol,z_liquidity,planned_execution_date
2018-01-31,000022.SZ,DEMO21,801002.SI,IND2,1,NEW_ENTRY,False,1.3769369785926306,2.392866753017264,0.019088594991335188,RISK_OFF,0.29999999999999993,16.07897082588577,1136663.501659982,795664.4511619873,0.09778617104449698,0.3196485435129215,0.30188224005081077,0.3385722851233346,0.24136325788908078,220521511.185417,1.4434871183139049,1.8666268533970447,2.651079653161467,-0.37101462864252477,1.7493209425763998,2018-02-01
2018-01-31,000030.SZ,DEMO29,801006.SI,IND6,2,NEW_ENTRY,False,0.8878632043546415,1.5692499981627601,0.021221282306263373,RISK_OFF,0.29999999999999993,13.537702591738796,1326566.6648167241,928596.665371707,0.41179193618505533,0.32200156864069784,0.17284746156350717,0.05062015383986118,0.21710683686037338,206125042.87595373,1.4570013254316854,0.6359900604098967,-0.20676472109895636,0.6920647729360395,1.4331648194920772,2018-02-01
2018-01-31,600038.SH,DEMO38,801004.SI,IND4,3,NEW_ENTRY,False,0.046662833022590666,0.2877526364218807,0.02120299833982367,RISK_OFF,0.29999999999999993,9.136174609891096,1292662.798642801,904863.9590499605,0.3591723177130142,0.10802766522927887,0.010754252769686445,0.07087195279001746,0.21729405444419642,151804199.209455,0.2280779219512534,-0.9099332090647076,0.07987367374015071,0.6838596400872969,0.0006922307411154413,2018-02-01
2018-01-31,600020.SH,DEMO20,801003.SI,IND3,4,NEW_ENTRY,False,-0.9649537333645225,0.13199145556019892,0.017566744766507283,RISK_OFF,0.29999999999999993,8.0979543231144,549569.5796277949,384698.7057394564,-1.379222850949792,-0.15879519394989783,0.07371033977682862,0.018611489154186645,0.26227314945783753,125225687.736154,-1.304374638856472,-0.3095053405338017,-0.659806561432561,-1.2874266166138248,-0.9006523412034783,2018-02-01
2018-01-31,600018.SH,DEMO18,801002.SI,IND2,5,NEW_ENTRY,False,-0.5889385948896922,0.030003407261673696,0.021050080326771855,RISK_OFF,0.29999999999999993,9.197375383553203,575252.6975002458,402676.888250172,-1.2863931213209565,-0.09216054779965788,-0.018550568416324853,0.02004096103417119,0.21887258405252855,134827147.84891993,-0.9216696695536731,-1.1894205812770238,-0.6395742094249756,0.6146778630471583,-0.5546953548618723,2018-02-01
2018-01-31,000016.SZ,DEMO15,801007.SI,IND7,6,NEW_ENTRY,False,0.935953050010102,9.91196386595197e-16,0.024238066447790436,RISK_OFF,0.29999999999999993,10.438023496422225,577609.2048847317,404326.4434193121,-1.2780842911576824,0.22287952176269799,0.20550011407622448,0.09667202375987771,0.19008469531008546,149768105.89047882,0.8877103919712558,0.9474065330992969,0.44504078544894643,1.876356636713198,-0.06254338959678395,2018-02-01
2018-01-31,600008.SH,DEMO08,801005.SI,IND5,7,NEW_ENTRY,False,0.32052279374445836,7.955655208198291e-16,0.025048150835599883,RISK_OFF,0.29999999999999993,9.950202397534408,413774.39527026983,289642.07668918883,-1.5522736476262942,0.10786201146556462,0.08033141653642195,0.03490761987140778,0.18393714992668078,140321870.20495996,0.22712651720582688,-0.2463584838098261,-0.4291556072941639,1.9571846639761532,-0.3676338221672194,2018-02-01
2018-01-31,600048.SH,DEMO48,801001.SI,IND1,8,NEW_ENTRY,False,0.5881536421552099,-7.694814053831134e-16,0.019140370881376916,RISK_OFF,0.29999999999999993,14.814114733848932,3152532.823415612,2206772.9763909285,1.8348760566569662,0.44354051790579185,0.10963380156571012,0.004568009823216146,0.24071035531064966,245063940.0832714,1.6664129267601537,0.03310565416957919,-0.8199264954339407,-0.34240004937107305,1.8975697114454606,2018-02-01
2018-01-31,600046.SH,DEMO46,801000.SI,IND0,9,NEW_ENTRY,False,0.5278085028601658,-9.651122711584813e-16,0.019045087587357127,RISK_OFF,0.29999999999999993,12.690944814471784,2489002.071153951,1742301.4498077657,1.690781530940321,0.1516257407740058,0.12138407375989546,0.21566159023853193,0.2419146383286967,184323538.16409308,0.478476192625431,0.1451709241634447,2.1291863974998444,-0.39517982544114955,0.9096565607182923,2018-02-01
2018-01-31,600036.SH,DEMO36,801003.SI,IND3,10,NEW_ENTRY,False,-0.4411838464798817,-0.13199145556019837,0.019970333403360005,RISK_OFF,0.29999999999999993,8.781222277554226,1145046.7516483832,801532.7261538683,0.11272104758579102,-0.12020547188126829,0.12360831969606689,0.05157355757212412,0.2307064875971813,126393565.77109261,-1.0827410105127395,0.16638411116460686,-0.19327050677646265,0.09603667176427891,-0.8571807336973063,2018-02-01
